name,latitude,longitude,place_id,vicinity
Bhandarakkavala,9.9781893,76.3988658,ChIJD5_TPF4LCDsRHJNjEU-xxBc,"X9HX+7GH, Veloor-Chalikkara Road, Ambalamugal, Kochi"
Oonukal swayambu Sivaparvathy temple (Oonnukal temple),9.9535944,76.4063388,ChIJ5d25HOF0CDsRu5lhc6RDlI0,"XC34+CGP, Varikoli"
Mattakuzhy Shivaparvathy Temple,9.9554932,76.3934393,ChIJu8J49-l0CDsRnlqipPTw36k,"X94V+59W, Thiruvaniyoor"
Ettikkara bagavathi Temple,9.9646324,76.3882962,ChIJR9T0wtN1CDsREgHJ_cwDBiM,"X97Q+V83, Eattikkara Temple Ambalamugal P.O"
Thanikkara Mahadeva Temple,9.980005399999998,76.4012453,ChIJt9DlHS0LCDsRXsG4CnsTSgY,"XCJ2+2F5, Canal Road, Kochi"
കൊടിഞ്ഞൂർ ഭഗവതി ക്ഷേത്രം,9.9643826,76.3859998,ChIJ5fiWZLh0CDsRybPVZ66-wCA,"X97P+Q95, Ambalamugal, Kochi"
Kulangarakkavu Sree Bhuvaneswari Temple,9.957033500000001,76.4176035,ChIJM5_5nwR1CDsRLHziW_bfQMw,"XC49+R29, Thiruvaniyoor"
Elamkavu Bhagavathi Temple.,9.9842145,76.40228859999999,ChIJB9QPmy4LCDsRHjGCDnrUoLk,"Veloor Karimugal Road, Kochi"
SRI SIDDHIVINAYAKA TRUST KERALA,9.9842418,76.4023661,ChIJC-55N6gLCDsR0VDM_q5jNVE,"XCM2+MWX, Karimugal, Kochi"
"Ayyankuzhi Sree Dharmasastha Temple, Ambalamugal",9.9717931,76.3835249,ChIJT0tT8yR1CDsRbeZ64msxOFU,"X9CM+PC6, Ambalamugal, Kochi"
Siva Temple,9.956140399999997,76.38511489999999,ChIJKyIO3L90CDsRzaCLzjZFXVw,"X94P+F25, Thiruvaniyoor"
നെടുവാമന ശ്രീകൃഷ്‌ണ സ്വാമി ക്ഷേത്രം,9.9577087,76.3839594,ChIJt_EYSYF1CDsREi-YG4Jfecg,"X94M+Q7W, Kakkad, Thiruvaniyoor"
SNDP temple and auditorium.,9.9776756,76.3856692,ChIJUWQNyCELCDsR9Au8WLPVWLs,"Kuzhikad, Bus Stop, FACT Jn, Ambalamedu, Ambalamugal, Kochi"
Sree Krishna Temple,9.9751549,76.4204178,ChIJF80VlC11CDsR0AySzy3_7CA,"XCGC+357, Puthencruz Karimugal Road, Puthenkurish, Kochi"
പനയ്ക്കാംഞ്ചേരി കാവ് (പതി),9.9679139,76.4232925,ChIJ-Vnrj7Z1CDsRpgzNspNzV1k,"XC9F+587, St. Thomas College Road, Puthenkurish, Kochi"
കുഴിക്കാട് ശ്രീ അയ്യപ്പ മണ്ഡപം,9.976972899999998,76.38412,ChIJG9ZEKLV0CDsRaDOIWIBaorE,"X9GM+QJQ, Kochi"
Thrippakkudath Sree Dharma Sastha temple (Sasthammugal Ayyappa temple),9.952683899999998,76.38526329999999,ChIJO3Bl9k51CDsRjbKV8XzmaqM,"X93P+34C, Kochi-Madurai-Tondi Point Road, Thiruvaniyoor"
Puthrica temple Ambalamukhal,9.9734467,76.38192169999999,ChIJz8uP6CR1CDsRGE1YVeW23uw,"X9FJ+9QF, Thiruvankulam"
Monappilly Temple,9.9596682,76.4236011,ChIJfRJOGz11CDsRMGCnVTBgpTI,"XC5F+VC9, Manamthadam, Thiruvaniyoor"
Harimattom Temple,9.9859633,76.3928732,ChIJQdRZKjELCDsRdYqnppwDkoE,"X9PV+94Q, Karimugal, Kochi"
Chathinigatue Temple,9.9880609,76.4039899,ChIJPYEeFAALCDsRROTy9YFsff0,"XCQ3+6HH, Karimugal"
Kanichathu Temple,9.9884842,76.39904279999999,ChIJ58SjLTMLCDsRd7FEiNo467s,"X9QX+9JV, Karimugal, Kochi"
Pazhayidathu Sree Badra Kali Temple,9.9534102,76.3822753,ChIJ33Y_1A51CDsRCW4uvGn4i3U,"X93J+9W6, Kakkad, Thiruvaniyoor"
Krishna Temple,9.9559746,76.38069209999999,ChIJ8_Xy-710CDsRdhPd6FnnU-4,"X94J+97P, Kakkad, Ernakulam"
Thuluvankulangara Vishnu Temple,9.942197199999999,76.4050948,ChIJneuPb_x0CDsRu8JFsKSGEfg,"WCR4+V2H, Kumbhappilli, Thiruvaniyoor"
